バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
CANNON BALLERS,NITROUS CANNON,MACHINEGUN PSYSTYLE,かめりあ,1,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,1752,673,406,---,EASY CLEAR,C,0,0,0,0,---,NO PLAY,---,2021-03-21 18:41
CANNON BALLERS,No Limit 2 dAnce feat. 大山愛未,HYPER TECHNO,Y&Co.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,Nothing but Theory,ULTRA JAZZFUNKTION,lapix,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,11,2255,924,407,20,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-02-13 15:23
CANNON BALLERS,O/D*20,TECHNO,Ryu*,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,Only for now,PSYCHDELIC TRANCE,RINA SOUND PRODUCE : KAZUYA TAKASE,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,Papilio ulysses,DRUMSTEP,BEMANI Sound Team "SYUNN",2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,2011,775,461,76,CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-11-08 14:36
CANNON BALLERS,Persephone,HARDSTYLE,Massive New Krew,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2119,818,483,46,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-12-13 18:49
CANNON BALLERS,Rampage,HARDCORE,USAO,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2740,1117,506,45,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-11-25 19:49
CANNON BALLERS,Raspberry Railgun,PANIC FUSION,OSTER project,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,Rise Circuit,DRUM'N'BASS,COSIO,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,Sleepless days,THE WORLD EVOLVE,猫叉Master feat.Mayumi Morinaga,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,Slipstream,FUTURE CORE,lapix,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2428,918,592,59,HARD CLEAR,B,0,0,0,0,---,NO PLAY,---,2021-03-01 17:41
CANNON BALLERS,SPEED DEMON,HARDTEK,GUHROOVY feat. NO+CHIN,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,STARLIGHT JUNCTION,HEAV'NLY TRANCE,SOUND HOLIC feat. Nana Takahashi,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,Static State,ELECTRO TRANCE,Nhato,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,SUNLiGHT (IIDX Mix),TRANCE SPEED,日龍,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,Temple of Anubis,PSYSTYLE,Massive New Krew,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,THE CANNONBALLER,EUROBEAT,L.E.D. feat. YURiCa/花たん,2,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,11,2426,957,512,34,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-12-06 15:10
CANNON BALLERS,The Chase,TECH BREAKS,DJ Mass MAD Izm*,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,The Revolution (VIP Mix),HDM,Scott Brown & M-Project,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,UMMU,OSHARave,t+pazolite,2,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,11,2291,912,467,46,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-21 17:30
CANNON BALLERS,Usual Days-remix,DANCE POP,ota2,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,Xperanza,HYBRID HARDCORE,aran,4,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2266,896,474,64,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-24 19:16
CANNON BALLERS,うさ☆かめ 大戦争！,プログレッシブ徒競走,ARM×狐夢想 feat. I've : 柚子乃 & RINA,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,1946,798,350,29,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-10-29 17:44
CANNON BALLERS,エディブルフラワーの独白,HARD FRENCH,OSTER project feat. 常盤ゆう,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,シムルグの目醒め,NATURE,BEMANI Sound Team "DJ TOTTO" feat.rionos,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FAILED,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,ナイトシティー・アヴァンチュール,歌謡ニューウェーブ,森永真由美,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,ハイ*ビスカス ft. Kanae Asaba,YANKEE CAR J TRANCE,Xceon,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,バ→ビ→ブ→Bomb!,電波ソング,ヒゲドライバー join. 新菜まこ & 松平なな,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,バスルーム ロマンス,CLASSIC MOTIF,BEMANI Sound Team "Saori Watanabe",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,パラドキシカル・タイムリープトライアル(Short Ver.),AKIBA-POP,MOSAIC.WAV,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,11,2153,874,405,14,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-11 18:08
CANNON BALLERS,共犯へヴンズコード,ELEGANT SWING,D-Evoke（与那嶺雅人/小日向翔）,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,命の標本,STRANGE WORLD MUSIC,志方あきこ,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,東京神話,ORBITALIC GABBER STEP,DJ TECHNORCH feat.宇宙★海月 vs BEMANI Sound Team "U1-ASAMi",2,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,12,1971,759,453,82,EASY CLEAR,B,0,0,0,0,---,NO PLAY,---,2021-01-08 18:47
CANNON BALLERS,神謳 -RESONANCE-,Hi-MYTH,SOUND HOLIC feat. Nana Takahashi Vs.GOD PHOENIX Prim,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
CANNON BALLERS,純真可憐デザイア,EMOTIONAL ROCK,BEMANI Sound Team "HuΣeR" feat.Fernweh,3,1,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2062,912,238,3,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-03-15 16:11
CANNON BALLERS,草原の王女-軌跡を辿って-,JOURNEY SCENE,劇団レコード,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,& Intelligence,MEGA MIX,lapix,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,11,2414,984,446,27,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-01-09 14:49
Rootage,50th Memorial Songs -Beginning Story-,ANNIVERSARY,BEMANI Sound Team,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,50th Memorial Songs -Flagship medley-,ANNIVERSARY,BEMANI Sound Team,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,50th Memorial Songs -The BEMANI History-,ANNIVERSARY,BEMANI Sound Team,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,2088,871,346,23,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-07 16:34
Rootage,50th Memorial Songs -二人の時 ～under the cherry blossoms～-,ANNIVERSARY,BEMANI Sound Team,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,10,2088,873,342,11,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2020-11-08 12:21
Rootage,A Tale Hidden In The Abyss,COMMENT OUT,BEMANI Sound Team "person09",0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,Afterimage d'automne,ASYMMETRY ART,BEMANI Sound Team "猫叉劇団",2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,11,2176,876,424,26,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-16 17:48
Rootage,AGAiN,HARDCORE,DJ NAGAI,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,Angels & Demons,DRUM & BASS,月代 彩,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,BLACK JACKAL,DANCE MUSIC,Akira Complex,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1447,650,147,3,HARD CLEAR,AAA,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2021-01-05 19:06
Rootage,Carmina,SYMPHONIC TRANCECORE,CANVAS feat. Quimar,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1866,733,400,46,EASY CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2020-12-09 19:43
Rootage,Carry Me Away,FUTURE CORE,lapix,3,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2301,913,475,42,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-11-17 16:03
Rootage,Catch Our Fire!,MARVELOUS CHEER,中島由貴,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,2624,1026,572,29,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-01 17:38
Rootage,CODE:0,BIG BEAT,BEMANI Sound Team "HEXA",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,CoMAAAAAAA,UPLIFTING ETHNIC,Ryu☆,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,1941,824,293,20,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2020-11-20 15:06
Rootage,COSMIC CYBER,BIGCORE,BEMANI Sound Team "Captain Sonic",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,Cranberry City ft. Luschel,GARAGE,lapix,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,dAuntl3ss,HARDER DANCE MUSIC,DJ Noriken,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,2420,930,560,44,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-01 17:44
Rootage,Digital Skipper,HYBRID,BEMANI Sound Team "Expander",0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,Dr. Chemical & Killing Machine,INDUSTRIAL TECHNO,Hommarju,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,12,2512,1017,478,46,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-16 16:44
Rootage,Drastic Dramatic,8BARS,KING & Princess,2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2474,974,526,42,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-11-25 19:52
Rootage,DRUNK MONKY,MINIMAL,DJ ODDBALL,3,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,1479,563,353,81,EASY CLEAR,B,0,0,0,0,---,NO PLAY,---,2021-03-23 20:13
Rootage,Ember Lights,FUSION TRANCE,Nhato,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,EVANESCENT,PROGRESSIVE ROCK,SOUND HOLIC feat. Nana Takahashi,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2502,930,642,53,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-23 20:05
Rootage,Geirskogul,CYBER DRUMSTEP,Maozon,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,ASSIST CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,GENE,TECHNO GRAFFITI,VINCENT GANATCH,5,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3025,1185,655,34,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-07 16:40
Rootage,GIGA THRASH,DUBSTEP,Blacklolita,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,Glory,EDM,kradness,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,GO OVER WITH GLARE -ROOTAGE 26-,HARDSTYLE,BEMANI Sound Team "L.E.D.-G",0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FAILED,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,HARD BRAIN,HARD TECHNO,AJURIKA,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2417,944,529,55,HARD CLEAR,B,0,0,0,0,---,NO PLAY,---,2020-11-28 18:07
Rootage,HEISEI,ELECTRONIC RHAPSODY,BEMANI Sound Team "dj TAKA",0,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,HOT LIMIT,IIDX EDITION,Remixed by BEMANI Sound Team "HuΣeR feat.PON",0,2,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,Hurry Hurry,RAVE SXXX,Masayoshi Iimori,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1838,828,182,7,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-03-15 15:20
Rootage,IDC feat.REVERBEE (Mo'Cuts Ver),TECH-BREAKS,DJ Mass MAD Izm*,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,IDOL syndrome.,PSYCHEDELIC ROCK,RINA,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,KILL EACH OTHER,PSYSTYLE,BEMANI Sound Team "L.E.D. VS. L.E.D.-G",2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FAILED,---,12,2639,1032,575,68,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-09 18:44
Rootage,L.F.O,UK HARDCORE,aran,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2298,914,470,54,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-09 19:20
Rootage,LADYBIRD,GLITCH HOP,YUC'e,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,Let me be your cure,ELECTRIC DANCE ROCK,Pizuya's Cell,4,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2350,1048,254,7,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-03-28 15:52
Rootage,Lethal Weapon,RECKLESS HARDCORE,BEMANI Sound Team "HuΣeR",5,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1662,739,184,8,CLEAR,AA,12,2385,965,455,47,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-28 19:41
Rootage,Level One,Drumstep / DnB,Yamato,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,LOST TECHNOLOGIE,TECHNO,かめりあ,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2248,866,516,101,EASY CLEAR,B,0,0,0,0,---,NO PLAY,---,2020-10-31 18:40
Rootage,Macho Monky,JUNGLE TERROR,kors k,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,Necroxis Girl,GLITCH DUBSTEP,BEMANI Sound Team "HuΣeR",0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,Next Tales 2 Oath (IIDX 20th Anniv "Ring" Theme),THEME SONG,Hommarju,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2124,865,394,9,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-09 18:31
Rootage,Night! Night! Night!,EURO DYNAMITE,MM,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2267,896,475,18,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-01-09 14:11
Rootage,OVER TIME,ELECTRO POP,空中分解feat.アンテナガール,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,Painful Fate,DRUM'N'BASS,BEMANI Sound Team "猫叉Master",2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2357,940,477,67,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-09 19:16
Rootage,Particle Arts,NEOTRANCE,Virtual Self,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
Rootage,Playing With Fire,SPEED RAVE,kors k,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,1809,739,331,27,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-01-27 19:17
Rootage,Please Welcome Mr.C,JAZZY HOLIC,C-Show,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2245,908,429,54,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-01-10 18:09
Rootage,Red. by Jack Trance,TECH-BREAKS,DJ Mass MAD Izm*,11,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,1767,721,325,30,HARD CLEAR,AA,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2021-03-28 16:43
Rootage,REPLAY,TECHNO,SLAKE,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1905,807,291,4,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-03-21 17:14
